,Product_name,Sale_Price,Actual_Price,Rating,No_of_Rating,Offer,Specifications
342,"APPLE iPhone 11 Pro (Silver, 64 GB)","₹79,999","₹1,06,600",4.6,"8,569 Ratings & 625 Reviews",24% off,64 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
343,"APPLE iPhone 11 Pro Max (Gold, 64 GB)","₹1,17,100",Same Price,4.7,"1,093 Ratings & 100 Reviews",No offer,64 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
344,"APPLE iPhone 7 Plus (Silver, 32 GB)","₹36,999","₹37,900",4.5,"29,800 Ratings & 3,000 Reviews",2% off,32 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
345,"APPLE iPhone 7 Plus (Silver, 256 GB)","₹85,400",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
346,"APPLE iPhone 6s (Gold, 64 GB)","₹49,999",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
347,"APPLE iPhone 6s (Space Grey, 64 GB)","₹49,999",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
348,"APPLE iPhone 6s Plus (Space Grey, 16 GB)","₹72,000",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,16 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year
349,"APPLE iPhone 6s Plus (Rose Gold, 64 GB)","₹59,999",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
350,"APPLE iPhone 6s (Silver, 64 GB)","₹49,999",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
351,"APPLE iPhone XS Max (Silver, 256 GB)","₹1,24,900",Same Price,4.6,"1,454 Ratings & 149 Reviews",No offer,256 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories
352,"APPLE iPhone XS (Silver, 512 GB)","₹1,34,900",Same Price,4.7,"11,960 Ratings & 874 Reviews",No offer,512 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
353,"APPLE iPhone 7 Plus (PRODUCT) (Red, 256 GB)","₹85,400",Same Price,5,3 Ratings & 3 Reviews,No offer,256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
354,"APPLE iPhone XS Max (Gold, 512 GB)","₹1,44,900",Same Price,4.6,"1,454 Ratings & 149 Reviews",No offer,512 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
355,"APPLE iPhone 7 (Rose Gold, 256 GB)","₹74,400",Same Price,4.5,"94,933 Ratings & 9,226 Reviews",No offer,256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
356,"APPLE iPhone 8 Plus (PRODUCT)RED (Red, 64 GB)","₹49,900",Same Price,4.6,270 Ratings & 22 Reviews,No offer,"64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
